-0.8452148,-0.4992676,-0.668457,-0.3796387,-0.4438477,-0.6992188,-0.8015137,-0.4958496,-0.4489746,-0.6499023,-0.5666504,-0.7746582,-1.010254,-0.5820312,-0.7976074,-1.133789,-1.713623,-0.6577148,-0.7209473,-1.290283,-1.185059,-0.9375,-0.3603516,-0.6286621,-0.9194336,-1.202637,-1.269775,-1.383545,-0.8110352,-0.7268066,-0.4348145,-0.309082,-0.8056641,-0.5112305,-1.23291,-0.6208496,-0.3139648,-0.340332,-0.8852539,-0.7028809,-0.4538574,-0.8022461,-0.8078613,-1.066895,-0.4611816,-0.5473633,-1.345215,-0.8735352,-1.10376,-0.8066406,0.9035645,1.600586,1.686523,1.466553,1.399658,1.390137,1.686035,1.514893,1.442383,1.781006,1.288086,1.765625,1.568115,0.8979492,1.1875,1.627686,1.62915,1.67041,1.684814,1.762939,1.842041,1.69165,1.18335,1.652344,1.686523,1.593506,1.264404,1.422607,1.601807,1.720703,1.645264,1.376221,1.427734,1.442383,1.501709,1.159424,1.319092,1.255371,1.227051,1.09082,0.8588867,0.8273926,0.895752,0.8671875,0.5693359,0.230957,0.4731445
-0.5712891,-0.65625,-0.7390137,-0.3942871,-0.786377,-0.4240723,-0.7075195,-0.2314453,-0.2954102,-1.015137,-0.5639648,-1.129395,-1.181152,-0.673584,-0.9887695,-0.9853516,-1.124268,-0.6428223,-0.7568359,-1.083496,-0.7644043,-0.6738281,-0.3015137,-0.7988281,-1.011963,-1.055664,-1.039795,-1.108398,-0.8405762,-0.7158203,-0.529541,-0.1743164,-0.6435547,-0.5083008,-0.3713379,-0.4658203,-0.40625,-0.5078125,-0.4804688,-0.9804688,-0.359375,-0.8583984,-0.8920898,-0.8447266,-0.4265137,-0.6450195,-1.598633,-0.9716797,-0.9301758,-0.7106934,0.9980469,1.745605,1.764893,1.451172,1.590576,1.458496,1.42041,1.389404,1.551758,1.633057,1.352051,1.504883,1.384277,0.8852539,0.9458008,1.436523,1.326416,1.398926,1.526123,1.427734,1.489258,1.389404,1.640137,1.640381,1.797607,1.759033,1.705811,1.638916,1.593262,1.797852,1.97168,1.972168,1.609131,1.228027,1.12085,1.272461,1.307373,1.244385,0.9973145,0.8222656,0.6333008,0.8588867,0.9487305,0.7050781,0.4177246,0.5446777,0.6845703
-0.2902832,-0.807373,-0.5075684,-0.06494141,-0.02514648,-0.4233398,-0.5878906,-0.09960938,-0.440918,-0.3391113,-0.6760254,-0.4763184,-0.6330566,-0.8337402,-0.5979004,-0.6623535,-0.6154785,-0.6713867,-0.7282715,-0.5822754,-0.527832,-0.4641113,-0.005371094,-0.3061523,-0.402832,-0.4841309,-1.059082,-0.6621094,-0.5522461,-0.6381836,-0.1696777,-0.1228027,-0.3549805,-0.04150391,-0.2141113,-0.09423828,-0.06591797,-0.6069336,-0.04345703,-0.08081055,-0.6235352,-0.3063965,-0.6567383,-0.3666992,-0.5742188,-0.3859863,-0.369873,-0.512207,-0.3654785,-0.6604004,1.127197,1.834473,1.827881,1.457031,1.85498,1.42627,1.141602,1.408447,1.536377,1.605469,1.119873,1.133789,1.064697,0.8474121,0.9924316,1.306885,1.236572,1.13623,1.451416,0.9284668,1.413818,1.577393,1.796631,1.911865,1.692871,2.024902,1.972412,1.671143,2.139648,2.258301,2.325928,2.5354,2.415527,2.321533,2.268066,2.204834,2.060547,1.709229,1.586426,1.203613,1.166504,0.7646484,1.012207,0.7109375,0.5952148,0.7888184,0.7736816
-0.4421387,0.06542969,0.05517578,0.4042969,0.5712891,0.1755371,-0.1589355,0.02783203,0.3320312,0.2414551,-0.07226562,-0.07226562,0.0004882812,0.1120605,0.08837891,-0.2858887,-0.5117188,-0.09619141,0.04980469,-0.05395508,-0.1872559,0.2233887,0.2399902,0.01269531,0.1228027,-0.1235352,-0.4443359,-0.1379395,-0.0690918,0.0847168,-0.09204102,0.2590332,0.4396973,0.06225586,0.2895508,0.4404297,-0.1743164,0.1953125,0.300293,0.2255859,0.2219238,0.08325195,-0.541748,-0.07592773,0.1481934,0.06884766,-0.2758789,0.08837891,-0.1782227,-0.1254883,1.30249,1.980713,2.142334,2.324219,1.881104,1.878418,1.554199,1.730469,1.810059,1.752197,1.456055,1.040771,1.298828,1.592529,0.9233398,1.265137,1.598389,1.531982,1.637939,1.322021,1.701416,1.777588,2.089111,1.984375,2.217041,2.297607,1.903564,1.810547,2.274414,2.449219,2.487305,2.635254,2.654785,2.595703,2.553955,2.452393,2.28833,2.135742,1.942139,1.616211,1.418213,1.089111,1.167725,0.7783203,1.131348,0.7145996,0.9770508
0.3251953,0.4467773,0.6379395,0.807373,0.7868652,0.6047363,0.3818359,0.5505371,0.5227051,0.4675293,0.2126465,0.2143555,0.4064941,0.4846191,0.442627,0.220459,-0.03027344,0.2229004,0.3371582,0.1862793,0.1313477,0.5395508,0.4072266,0.1955566,0.3439941,-0.1474609,-0.5192871,0.2229004,0.416748,0.5541992,0.6201172,0.7368164,0.7529297,0.5100098,0.6196289,0.7006836,0.4621582,0.5258789,0.3991699,0.2619629,0.4736328,0.2687988,-0.0625,0.3088379,0.5407715,0.434082,0.2009277,0.2971191,0.06713867,0.1953125,1.391357,2.302246,2.656494,2.707031,2.552246,2.453369,2.245117,1.670166,2.25415,2.088623,1.93457,2.09375,2.078369,1.858398,1.808105,1.891602,1.940186,1.94043,1.581299,1.925293,2.104736,2.345703,2.388184,2.331543,2.400635,2.374023,1.99707,1.807373,2.142822,2.364502,2.314209,2.44873,2.531982,2.368652,2.501221,2.356689,2.056152,2.15332,1.962158,1.461426,1.562988,1.211426,1.098877,1.450684,1.318604,0.7385254,1.388184
0.3684082,0.3422852,0.6779785,0.8459473,0.5507812,0.7460938,0.7832031,0.6323242,0.3093262,0.2770996,0.3989258,0.3125,0.3525391,0.3505859,0.4685059,0.1635742,0.009033203,0.2319336,0.3046875,0.001708984,0.3320312,0.5327148,0.4885254,0.1520996,0.2727051,0.05981445,0.1328125,0.3491211,0.2875977,0.6171875,0.6875,0.7648926,0.6523438,0.6418457,0.5778809,0.6767578,0.3916016,0.5302734,0.3303223,0.3737793,0.4343262,0.1154785,0.1474609,0.3752441,0.5397949,0.4980469,0.07006836,0.2817383,0.1062012,0.3786621,1.431885,2.537598,2.765869,2.6875,2.567627,2.554199,2.479248,2.297363,2.423828,2.564941,2.593994,2.67041,2.661621,2.493164,2.281006,1.750244,2.038818,1.850342,2.13623,2.169922,2.304932,2.446533,2.287354,2.242432,2.222656,2.16748,2.318604,2.151855,2.101807,2.290283,2.233154,2.460449,2.605713,2.51001,2.446777,2.316162,2.161865,2.104004,1.938477,1.703857,1.827637,1.727783,1.635254,1.695312,1.443848,1.322754,1.634033
0.03759766,-0.046875,0.3908691,0.657959,0.251709,0.6789551,0.6357422,0.5981445,-0.08007812,-0.03588867,0.2338867,0.2297363,0.3149414,0.3059082,0.3652344,-0.1054688,-0.2077637,0.0144043,0.1271973,-0.01196289,0.1594238,0.1569824,0.5893555,0.4282227,-0.06542969,0.2290039,0.3823242,0.1025391,0.1811523,0.4343262,0.4338379,0.5629883,0.6147461,0.6586914,0.4016113,0.340332,0.3007812,0.3220215,0.05737305,0.04418945,0.2563477,0.206543,0.190918,0.3051758,0.2456055,0.1616211,0.2453613,0.03344727,0.02563477,0.480957,1.460205,2.673584,2.69873,2.435303,2.17041,2.25293,2.297852,2.25293,2.210205,2.568115,2.618652,2.707275,2.750732,2.577148,2.357422,2.048584,2.090088,2.109131,2.154053,1.963135,2.038818,2.246826,1.854248,1.93457,2.235352,2.10498,2.594482,2.593262,2.702148,2.825195,2.844238,2.975586,3.00415,2.728271,2.682617,2.359863,2.185547,2.001221,2.083008,1.936035,2.080566,1.780273,1.810791,1.79834,1.571533,1.679199,1.445068
0.02099609,-0.09594727,0.03491211,0.3984375,0.4123535,0.5710449,0.3757324,0.4333496,0.09106445,0.1018066,0.1132812,0.2692871,0.2175293,0.253418,0.2568359,-0.004882812,0.2106934,0.07763672,-0.1384277,-0.01074219,0.1535645,0.2246094,0.5349121,0.5119629,-0.2016602,0.2612305,0.1938477,-0.1455078,0.09936523,0.4880371,0.5351562,0.5244141,0.6105957,0.5678711,0.1428223,0.01074219,0.2875977,-0.006103516,0.2509766,0.215332,0.1213379,0.2600098,0.1967773,0.2580566,0.2387695,0.2663574,0.3649902,-0.02490234,-0.1723633,0.3198242,1.5625,2.630615,2.802979,2.056885,2.255859,1.858154,1.786133,1.901123,1.9729,2.079834,1.927734,2.098389,2.357178,2.018311,1.939453,1.930664,1.724609,1.992676,1.655273,1.284424,1.519775,1.901123,1.811523,2.020508,2.255859,2.537842,2.745605,2.707275,2.828125,2.830566,2.805176,2.904297,2.896484,2.84082,2.727051,2.398438,2.1604,1.759033,1.826172,2.106445,1.972412,1.946533,1.663574,1.765137,1.694092,1.327881,1.635742
0.2753906,0.4538574,0.5456543,0.5368652,0.5771484,0.5080566,0.5505371,0.3308105,0.2250977,0.3764648,0.5671387,0.6796875,0.458252,0.4516602,0.5046387,0.1538086,0.5019531,0.3425293,0.4030762,0.4133301,0.4997559,0.3608398,0.503418,0.418457,0.4094238,0.6010742,0.4846191,0.4301758,0.4111328,0.4213867,0.5664062,0.4580078,0.5705566,0.6037598,0.5554199,0.5583496,0.3464355,0.3256836,0.5773926,0.4899902,0.3552246,0.4763184,0.05810547,0.3713379,0.5063477,0.552002,0.5002441,0.364502,0.2209473,0.3083496,1.541504,2.419678,2.895996,2.701904,2.740479,2.304932,1.905273,1.825439,1.964355,1.487793,1.560059,1.568115,1.791504,1.53833,1.231934,1.6604,1.69165,1.7771,1.63501,1.276611,1.791016,2.125,2.241943,2.335693,2.348389,2.589844,2.593262,2.167725,2.508789,2.36792,2.129883,2.277344,2.297119,2.406006,2.501221,1.962158,2.139893,1.942871,2.044189,1.881592,1.846191,1.861816,1.767822,1.575195,1.645752,1.179443,1.517822
0.635498,0.6745605,0.7368164,0.8029785,0.8059082,0.7460938,0.6074219,0.4689941,0.5734863,0.6821289,0.8125,0.8740234,0.75,0.7277832,0.6989746,0.5700684,0.6403809,0.6484375,0.6535645,0.6550293,0.6721191,0.6853027,0.7055664,0.5136719,0.6218262,0.7663574,0.793457,0.6850586,0.5927734,0.6345215,0.6411133,0.6179199,0.7089844,0.8557129,0.8415527,0.7824707,0.6828613,0.6166992,0.7331543,0.6970215,0.628418,0.6083984,0.5065918,0.5449219,0.6455078,0.7885742,0.6767578,0.6181641,0.576416,0.5898438,1.456543,2.269775,2.939453,3.073975,3.122559,3.046387,2.931152,2.791992,2.338623,1.751221,1.946045,1.92334,2.14209,1.571289,1.550049,1.892334,1.980469,2.143555,2.354736,2.224365,2.338867,2.412354,2.395264,2.362061,2.219238,2.339844,2.368652,2.407471,2.3396,2.349121,2.188721,2.031006,2.147949,2.046387,2.283447,2.237305,2.133789,2.185547,2.158447,2.048828,2.045166,1.546143,1.87793,1.76709,1.627686,1.341064,1.100098
0.5134277,0.5012207,0.5476074,0.7270508,0.6328125,0.5842285,0.5158691,0.3276367,0.5249023,0.6237793,0.6098633,0.7128906,0.5683594,0.6088867,0.5195312,0.4645996,0.4499512,0.5300293,0.5253906,0.5749512,0.4423828,0.5605469,0.6604004,0.369873,0.4389648,0.5466309,0.6921387,0.5412598,0.3581543,0.6286621,0.4929199,0.4768066,0.5014648,0.7507324,0.7260742,0.5881348,0.5671387,0.4672852,0.5634766,0.5075684,0.4875488,0.3928223,0.4470215,0.4931641,0.4770508,0.6464844,0.487793,0.5107422,0.4536133,0.4775391,1.269775,2.205078,2.753662,2.99292,3.081055,3.189697,3.237793,3.233887,3.132812,3.047363,3.013916,3.011475,2.759277,2.486572,2.361572,2.241943,2.591797,2.734863,2.619629,2.39502,2.455566,2.296387,2.176514,2.020996,2.208008,2.121338,2.416504,2.555664,2.620361,2.414551,2.386963,2.208496,2.097168,1.932861,2.155518,2.133057,1.92334,2.073242,2.057617,2.016113,1.945312,1.43042,1.805176,1.590576,1.37085,1.375488,1.061768
0.2758789,0.279541,0.2351074,0.548584,0.3569336,0.3188477,0.4189453,0.1418457,0.3027344,0.454834,0.3432617,0.02075195,0.2939453,0.2060547,0.1643066,0.1704102,0.09814453,0.2175293,0.4643555,0.4311523,0.2365723,0.2697754,0.5483398,0.4406738,0.04296875,0.2375488,0.2478027,-0.0300293,0.0168457,0.442627,0.3852539,0.1306152,0.4677734,0.4316406,0.4099121,0.2937012,0.3952637,0.3640137,0.4067383,0.1118164,0.1899414,-0.02197266,0.2312012,0.2983398,0.09399414,0.2751465,0.144043,0.08276367,0.05859375,0.1708984,1.111572,1.922363,2.256836,2.343506,2.480225,2.759766,2.938232,3.066162,3.197021,3.208496,3.206055,3.18335,3.013184,2.768066,2.543945,2.105225,2.616699,2.704102,2.449219,1.953125,2.095459,1.966797,2.010498,2.108643,2.098145,2.175049,2.222412,2.360352,2.420898,2.250732,2.563965,2.417236,2.32373,2.079834,2.177979,2.029053,1.88501,2.080322,2.07251,1.843994,1.524414,1.346924,1.629883,1.648438,1.39624,1.087891,1.109863
0.286377,0.2207031,0.4365234,0.4165039,0.2875977,0.2683105,0.3557129,0.3496094,0.222168,0.4211426,0.3486328,0.2275391,0.3303223,0.01220703,0.3830566,0.251709,0.02587891,0.1860352,0.2424316,0.3239746,0.4262695,0.5209961,0.543457,0.2124023,0.1091309,0.5124512,0.5097656,0.2502441,0.3947754,0.409668,0.2131348,0.3881836,0.3117676,0.4406738,0.3452148,0.3742676,0.4191895,0.2756348,0.4584961,0.01074219,0.371582,0.3703613,0.2849121,0.2080078,0.3205566,0.5185547,0.2097168,0.1962891,0.1132812,0.157959,1.058594,1.929443,2.118164,1.868896,1.794189,1.914795,1.80542,2.269531,2.738037,2.833984,2.866943,2.883301,2.796875,2.546143,2.31543,2.09082,2.288086,2.189453,2.100342,1.851074,1.95166,2.046875,2.227295,2.421387,2.386475,2.10791,2.389893,2.686035,2.587891,2.700195,2.76416,2.509521,2.213867,2.422852,2.402832,2.088623,2.189453,2.142822,2.223633,2.051758,1.552734,1.676025,1.898682,1.837891,1.5625,1.577637,1.481445
